Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
ef58ea08-d883-3957-8300-150554edc8fb,HEALTHALLIANCE HOSPITALS  INC,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,9784662000,1291.51,16
69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6174923500,14982.409999999985,126
5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,5082225200,14388.219999999985,125
e002090d-4e92-300e-b41e-7d1f21dee4c6,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6176652300,671.6199999999999,6
8b58cdd1-3d79-3126-8fe0-da2c54d6805c,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,6175062000,3616.4199999999983,32
ecc51621-0af3-3b35-ac3e-8b1e34022e92,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,5086745600,232.46999999999997,3
5d4b9df1-93ae-3bc9-b680-03249990e558,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,4135342500,6870.909999999989,80
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,516.64,4
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,34976.090000000055,300
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,387.45,5
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,14414.009999999984,128
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,8498.589999999993,75
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,29912.7300000001,280
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,94414.67000000141,819
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,3926.379999999998,36
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,154.98,2
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,1885.6400000000003,21
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,387.48,3
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,77.49,1
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,2970.649999999999,25
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,490.78999999999996,5
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,3358.0999999999985,30
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,774.9599999999999,6
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,33736.10000000001,294
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,21931.170000000002,183
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,4649.699999999997,40
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,2014.74,26
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,1911.46,22
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,9919.169999999987,98
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,1239.9,12
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,141633.94000000265,1295
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,826.5999999999999,9
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,46625.71000000038,431
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,16247.949999999979,151
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,1601.47,20
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,11650.09999999999,99
be4c63f3-8d38-3fa9-a183-62045b5c85f6,VA Boston Healthcare System  Jamaica Plain Campus,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,617-232-9500,3719.6999999999975,36
5259a506-b80b-3ed5-9c30-83188eabf33e,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,258.32,2
96b4c0c9-8d37-3e0b-86e2-2cae96fc19f0,PCP9164,1645 FALMOUTH RD,CENTERVILLE,MA,02632-2935,41.662727,-70.357208,508-790-4244,258.32,3
df98ec89-56ee-380f-9f1d-671ef1039720,THE EYE CARE CENTER  INC.,10 TECHNOLOGY DR,HUDSON,MA,01749-2791,42.389071,-71.545864,978-568-8228,4003.959999999998,31
daa4c408-5fc5-32a8-881e-12181e8b8598,PCP12132,11 PROSPECT ST,SHERBORN,MA,01770-1302,42.231947,-71.372963,508-545-1843,5037.239999999997,39
72357382-262f-30d7-a630-ca9f988516e1,PCP14388,254 SHORE RD K,BOURNE,MA,02532-4104,41.717459999999996,-70.591824,774-338-0338,7362.119999999994,57
641bb7d9-b068-3b05-80d8-b830bedcad94,ACKEYE  LLC,13 OLD S RD,NANTUCKET,MA,02554-6065,41.293416,-70.10216899999999,508-228-0844,10720.279999999992,83
f09158e0-042f-381f-8e22-05b849bbd48b,PCP16702,49 ROBINWOOD AVE,JAMAICA PLAIN,MA,02130-2156,42.33196,-71.020173,617-390-1305,4778.919999999997,37
d0a5dc0d-efe6-3172-b0ca-db2d437248d9,PCP17006,3040 FALMOUTH RD,OSTERVILLE,MA,02655-1249,41.662727,-70.357208,508-428-3162,12270.19999999999,96
1607e74e-eb20-3211-9558-1005aac29c94,PCP19836,1 PLEASANT ST,MAYNARD,MA,01754-1360,42.425955,-71.45625600000001,978-897-8276,1549.9200000000003,12
fc366e37-d120-33a3-9d13-a2871951a9b9,PCP20826,765 NEWMAN AVE,SEEKONK,MA,02771-4421,41.839797999999995,-71.31804699999999,508-761-6334,8266.239999999994,64
